식사군,음식분류,음식코드,음식명,재료코드,재료명,재료량(g),에너지(kcal),탄수화물(g),지질(g),식물성 지질(g),동물성 지질(g),단백질(g),식물성 단백질(g),동물성 단백질(g),총 식이섬유(g),수용성 식이섬유(g),불용성 식이섬유(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),갈락토오스(g),수분(g),회분(g),비타민 A (RAE)(μg RAE),비타민 A (RE)(μg RE),레티놀(μg),베타카로틴(μg),비타민 D(μg),비타민 D2 (μg),비타민 D3(μg),비타민 E(mg),비타민 E_α(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),비타민 C(mg),티아민(mg),리보플라빈(mg),나이아신(mg),나이아신(NE)(mg),니코틴산 (mg),니코틴아마이드(mg),비타민 B6(mg),엽산(μg DFE),엽산 - 식품 엽산(μg),엽산 - 첨가 엽산(μg),비타민 B12(μg),판토텐산(mg),비오틴(μg),피리독신(mg),칼슘(mg),식물성 칼슘(mg),동물성 칼슘(mg),인(mg),나트륨(mg),염소(mg),칼륨(mg),마그네슘(mg),철(mg),식물성 철(mg),동물성 철(mg),아연(mg),구리(μg),불소(mg),망간(mg),요오드(μg),셀레늄(μg),코발트(μg),몰리브덴(μg),콜레스테롤(mg),총지방산(g),총 포화지방산 (g),총 단일불포화지방산(g),총 다가불포화지방산(g),총 필수 지방산(g),오메가3지방산(g),오메가6지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),데세노산(10:1)(g),라우르산(12:0)(g),트라이데칸산(13:0)(g),미리스트산(14:0)(g),미리스톨레산(14:1)(g),펜타데칸산(15:0)(g),팔미트산(16:0)(g),팔리톨레산(16:1)(g),헵타데칸산(17:0)(g),헵타데센산(17:1)(g),스테아르산(18:0)(g),올레산(18:1)(g),박센산(18:1(n-7))(g),리놀레산(18:2(n-6))(g),알파리놀렌산(18:3(n-3))(g),감마리놀렌산(18:3(n-6))(g),스테아리돈산(18:4(n-3))(g),아라키드산(20:0)(g),가돌레산(20:1)(g),에이코사디에노산(20:2(n-6))(g),에이코사트리엔산(20:3(n-3))(g),에이코사트리에노산(20:3(n-6))(g),에이코사테르라에노산(20:4(n-3))(g),아라키돈산(20:4(n-6))(g),에이코펜타에노산(20:5(n-3))(g),헨에이코산산(21:0)(g),베헨산(22:0)(g),에루크산(22:1)(g),도코사디엔산(22:2)(g),도코사펜타에노산(22:5(n-3))(g),도코사펜타에노산(22:5(n-6))(g),도코사헥사에노산(22:6(n-3))(g),트리코산산(23:0)(g),리그노세르산(24:0)(g),네르본산(24:1)(g),총 트랜스지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산 (18:2t)(g),트랜스 리놀렌산(18:3t)(g),총 아미노산(mg),필수아미노산(mg),비필수 아미노산(mg),이소루신(mg),루신(mg),라이신(mg),메티오닌(mg),페닐알라닌(mg),트레오닌(mg),트립토판(mg),발린(mg),히스티딘(mg),아르기닌(mg),티로신(mg),시스테인(mg),알라닌(mg),아스파르트산(mg),글루탐산(mg),글리신(mg),프롤린(mg),세린(mg),타우린(mg),함황아미노산 (mg),방향족아미노산(mg),곁가지아미노산(mg)
1,6,246071,두부양념조림_HS,1610060001i,깨소금 가루: 볶은것 ,0.2,1.276,0.0274,0.1134,0.1134,0,0.0362,0.0362,0,0.03586,0,0,0,0,0,0,0,0,0,0.0138,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102,2.80E-04,0,0,0,0,0,0,0,0,0,0,0,0,2.446,2.446,0,1.28,0,0,0,0.706,0.038,0.038,0,0.01022,0,0,0,0,0,0,0,0,0.112568,0.014842,0.045724,0.052,0.051484004,0,0.052,0,0,0,0,0,0,0,0,0,0,0.009608,0,0,0,0.005234,0.045724,0,0.051484,0,5.16E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,246071,두부양념조림_HS,0430010001a,두부: 두부(대두가공),60,58.2,2.25,2.778,2.778,0,5.772,5.772,0,1.74,0.18,1.56,0,0,0,0,0,0,0,48.72,0.48,0,0,0,0,0,0,0,3.738,0.41820002,0.138,0,2.46,1.14,0,0,0,0,0,0,0,0,0.0192,0.1074,0.0954,1.1844001,0,0.09539999,0,12.6,12.599999,0,0,0,0,0.0042000003,38.4,38.4,0,94.8,0.6,0,79.2,48,0.924,0.924,0,0.702,75.6,0,0.4632,0,0.528,0,26.454,0,2.8854,0.4182,0.5664,1.893,1.6638,0.2328,1.6602,0,0,0,0,0,0,0,0.003,0,6.00E-04,0.3054,0.0024,0.0024,0,0.0774,0.5208,0.0378,1.4316,0.2328,0.2274,0,0.0084,0.006,0.0012,0,0,0,0,0,0.0012,0.0114,0,0,0,0,0,0.0018000001,0.006,0,0.008400001,0.0018000001,0.0042000003,0.0024,5107.8,2278.2002,2829.6,208.8,425.4,311.4,66.6,272.4,209.4,65.4,204,130.2,384.6,183,96,224.4,607.8,945,212.4,273.6,287.4,0,162.6,520.8,838.19995
1,6,246071,두부양념조림_HS,0920050008a,돼지고기: 등심: 생것,10,14.2,0,0.458,0,0.458,2.333,0,2.333,0,0,0,0,0,0,0,0,0,0,7.11,0.11,0.3,0.3,0.3,0,0.025,0,0.025,0.031,0.0276,0.027,0,0.003,0,1.00E-03,0,0,0,0,0,0,0.075,0.0627,0.0147,0.3168,0.7323,0,0.3168,0,0.1,0.1,0,0.037,0.0598,0.178,0.0046,0.4,0,0.4,22.2,4.2,0,37,2.5,0.043,0,0.043,0.156,2,0,2.00E-04,0.02,2.309,0,0.099,5.439,0.4335,0.1682,0.1905,0.0722,0.0662,0.0041,0.068,0,0,0,5.00E-04,0,8.00E-04,0,0.0076,1.00E-04,2.00E-04,0.0988,0.0114,0.0022,0,0.0512,0.1598,0.0155,0.0634,0.0028,0.001,0,7.00E-04,0.0037,0.0026,5.00E-04,0.001,0,0,0,2.00E-04,0,0,0,7.00E-04,0,2.00E-04,0.0059,0,0,0.0027,0.0015,7.00E-04,4.00E-04,2083.7,1055.8,1027.9,97.6,178.7,173.9,56.8,92.1,106.1,24.9,117.2,87.1,121.4,78.6,27.9,135.9,201.9,301,116.5,78.4,87.7,0,84.7,195.6,393.5
1,6,246071,두부양념조림_HS,1610010001i,간장: 왜간장(개량간장),10,5.4,0.559,0.019,0.019,0,0.741,0.741,0,0.09,0.07,0.01,0.278,0.07,0.098000005,0.109000005,0,0,0,7.2,1.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193,0.0536,0.3126,0.3574,0.1749,0.13769999,0,3,3,0,0,0.0592,0.262,0,2.5,2.5,0,12.7,547.6,0,42.2,4.7,0.109,0.109,0,0.038,0,0,0.0638,0.118,3.067,0,2.027,0,6.00E-04,3.00E-04,1.00E-04,1.00E-04,1.00E-04,0,1.00E-04,0,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,0,1.00E-04,1.00E-04,0,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00E-04,0,0,1.00E-04,517.4,226,291.4,24.3,42.3,15.2,5.5,22.3,20.3,2.7,23.1,10.9,59.4,9.4,6.2,34,41.9,123,46.5,0,30.4,0,11.7,34.4,89.7
1,6,246071,두부양념조림_HS,1420150000a,콩기름,3,27.45,0.0198,2.9793,2.9793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-04,0,0,0,0,0,0,0,1.4781,0.28785002,0.18030001,0.0243,0.8172,0.4563,0,0,0,0,3.1548,3.1548002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792,0.1767,0,0,0,2.84961,0.43851,0.6513,1.71852,1.71852,0.19674,1.52181,0,0,0,0,0,0,0,0.00234,0,0,0.30642,0.00237,0.00243,0,0.10425,0.58488,0.04218,1.52181,0.19674,0,0,0.009,0.02187,0,0,0,0,0,0,0,0.01035,0,0,0,0,0,0,0.00372,0,0.04128,9.00E-04,0.02031,0.020070001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,246071,두부양념조림_HS,0611570400a,파: 중파,1,0.21,0.0424,0.0014,0.0014,0,0.0173,0.0173,0,0.011,0,0.011,0.0117,0,0.0045,0.0058999998,0,2.00E-04,0.0011,0.93,0.0089,0.7325,1.465,0,8.79,0,0,0,0.0052,0.00378,0.0036000002,0,0.0011,2.00E-04,2.00E-04,0,1.00E-04,0,1.3195,1.3195,0,0.1369,3.00E-04,0.00147,0.00116,0.00201,3.30E-04,8.30E-04,0,0.58,0.58,0,0,0.00737,0,2.00E-04,0.72,0.72,0,0.43,0,0,3.24,0.16,0.0265,0.0265,0,0.0073,0.28,0,0.01301,0,0.0069,0,0.0327,0,0.00163,4.20E-04,4.00E-05,0.00116,8.80E-04,4.30E-04,7.30E-04,0,0,0,0,0,0,0,1.00E-05,0,0,3.10E-04,0,0,0,3.00E-05,4.00E-05,0,4.50E-04,4.30E-04,2.80E-04,0,1.00E-05,0,0,0,0,0,0,0,1.00E-05,2.00E-05,0,0,0,0,0,0,3.00E-05,0,0,0,0,0,11.08,4.35,6.73,0.57,0.72,0.58,0.1,0.42,0.65,0.05,0.48,0.26,0.52,0.4,0.1,0.45,1.36,2.76,0.51,0.38,0.77,0,0.2,0.87,1.77
1,6,246071,두부양념조림_HS,1610040001b,고추가루,1,3.19,0.6062,0.084,0.084,0,0.1329,0.1329,0,0.377,0.063,0.314,0.1745,0,0.0644,0.1101,0,0,0,0.125,0.0519,6.13583,12.2717,0,73.63,0,0,0,0.3666,0.27575,0.2641,0.0070999996,0.0749,0.020499999,0,0,0,0,0.69052,0.69052005,0,0,0.00427,0.02159,0.08433,0.095649995,0.00837,0.07596,0,0.95,0.95,0,0,0.00244,0.7522,5.70E-04,0.79,0.79,0,3.42,0.13,0,25.41,1.55,0.0489,0.0489,0,0.027,6.94,0,0.01465,0.1042,0.0392,0,0.186,0,0.08038,0.01478,0.00919,0.05593,0.05579,0.0036,0.05233,0,0,0,0,0,2.50E-04,0,8.90E-04,0,3.00E-05,0.01101,5.60E-04,1.20E-04,0,0.00186,0.00734,0.0011999999,0.05219,0.0036,1.00E-04,0,2.50E-04,8.00E-05,5.00E-05,0,0,0,0,0,1.00E-05,1.90E-04,0,0,0,0,0,0,1.70E-04,0,4.90E-04,2.00E-05,4.20E-04,5.00E-05,106.23,39.45,66.78,3.55,7.06,4.74,1.29,4.1,4.33,0.68,4.88,1.88,6.94,3.13,2.5,5.39,22.63,16.98,5.46,7.46,3.23,0,3.79,7.91,15.49
1,6,246071,두부양념조림_HS,0610500100a,마늘: 국내산: 생것,0.2,0.256,0.05284,3.20E-04,3.20E-04,0,0.0149,0.0149,0,0.0076,0.0032,0.0046,4.60E-04,0,4.60E-04,0,0,0,0,0.1296,0.00242,0,0,0,0,0,0,0,4.00E-04,4.00E-04,4.00E-04,0,0,0,0,0,0,0,0,0,0,0.0169,2.90E-04,3.22E-04,9.96E-04,0.00159,9.36E-04,6.00E-05,0,0.184,0.184,0,0,0.002168,0.00768,2.16E-04,0.024,0.024,0,0.312,0.006,0,1.062,0.048,0.00156,0.00156,0,0.00132,0.07,0,5.02E-04,0.00222,0.00692,0,0.02158,0,2.96E-04,1.10E-04,3.60E-05,1.52E-04,1.52E-04,0,1.52E-04,0,0,0,0,0,0,0,4.00E-06,0,0,9.80E-05,0,0,0,4.00E-06,3.40E-05,0,1.52E-04,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-06,0,0,0,0,0,0,2.00E-06,0,0,0,0,0,10.548,5.31,5.238,0.2,0.392,0.414,0.092,0.336,0.278,0.036,0.342,0.186,3.034,0.236,0.216,0.292,1.486,2.134,0.3,0.224,0.35,0,0.308,0.608,0.934
2,2,246076,두부죽_HS,0430010001a,두부: 두부(대두가공),50,48.5,1.875,2.315,2.315,0,4.81,4.81,0,1.45,0.15,1.3,0,0,0,0,0,0,0,40.6,0.4,0,0,0,0,0,0,0,3.115,0.3485,0.115,0,2.05,0.95,0,0,0,0,0,0,0,0,0.016,0.0895,0.0795,0.987,0,0.0795,0,10.5,10.5,0,0,0,0,0.0035,32,32,0,79,0.5,0,66,40,0.77,0.77,0,0.585,63,0,0.386,0,0.44,0,22.045,0,2.4045,0.3485,0.472,1.5775,1.3865,0.194,1.3835,0,0,0,0,0,0,0,0.0025,0,5.00E-04,0.2545,0.002,0.002,0,0.0645,0.434,0.0315,1.193,0.194,0.1895,0,0.007,0.005,0.001,0,0,0,0,0,0.001,0.0095,0,0,0,0,0,0.0015,0.005,0,0.007,0.0015,0.0035,0.002,4256.5,1898.5,2358,174,354.5,259.5,55.5,227,174.5,54.5,170,108.5,320.5,152.5,80,187,506.5,787.5,177,228,239.5,0,135.5,434,698.5
2,2,246076,두부죽_HS,1610180001a,소금: 식염,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,335.97,0,1.35,0.24,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,246076,두부죽_HS,0120010100a,멥쌀: 논벼: 백미 (국내산): 일반형,45,167.4,36.855,0.225,0.225,0,2.88,2.88,0,0.432,0,0,0,0,0,0,0,0,0,4.86,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495,0.018,0.675,0,0,0,0.054,11.025,0,0,0,0,0,0,1.8,1.8,0,63,29.7,0,73.35,0,0.18,0.18,0,0.675,0,0,0.33525,0,6.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2651.4,1348.2,1303.2,184.05,295.65,33.3,40.5,164.25,37.8,15.75,290.7,59.4,226.8,50.85,24.75,301.05,240.75,249.3,11.25,362.7,62.55,0,65.25,230.85,770.4
3,6,246041,마파두부조림_HS,0310050003a,설탕: 백설탕,2,7.74,1.9992,2.00E-04,2.00E-04,0,0,0,0,0,0,0,1.994,1.994,0,0,0,0,0,0,6.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01188,0,0,0,0,0,0,0,0,0,0.0022,0,0,0.08,0.08,0,0,0.02,0,0.02,0.02,0.0026,0.0026,0,0,0,0,0,0,0.0342,0,0.1006,0,1.60E-04,1.60E-04,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-04,0,0,4.00E-05,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0.04,0,0
3,6,246041,마파두부조림_HS,0240010100a,전분: 감자녹말,2,6.68,1.654,4.00E-04,4.00E-04,0,0.0014,0.0014,0,0,0,0,0.001,0,0,0,0,2.00E-04,8.00E-04,0.34,0.0042,0,0,0,0,0,0,0,0.0014,6.80E-04,6.00E-04,0,0,2.00E-04,2.00E-04,2.00E-04,0,2.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-04,0.08,0.08,0,1.14,0.44,0,0.88,0.06,0.0018,0.0018,0,0,0.08,0,4.80E-04,0,0.001,0,0,0,3.00E-04,1.40E-04,4.00E-05,8.00E-05,8.00E-05,2.00E-05,6.00E-05,0,0,0,0,0,0,0,2.00E-05,0,0,1.00E-04,0,0,0,2.00E-05,4.00E-05,0,6.00E-05,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,2.00E-05,0,0.58,0.28,0.3,0.02,0.06,0,0.02,0.04,0.04,0,0.06,0,0.04,0,0,0,0.12,0.1,0.04,0.02,0.02,0,0.02,0.04,0.14
3,6,246041,마파두부조림_HS,1610550004i,두반장소스,5,5.4,0.96,0.0575,0.0575,0,0.3075,0.3075,0,0.27,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,2.3,0,0,23.1,0,0,0,0.069,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,246041,마파두부조림_HS,1610010004i,간장: 재래간장,1.5,0.51,0.03705,4.50E-04,4.50E-04,0,0.0888,0.0888,0,0.006,0.006,0,0.00435,0,0.0018,0.00255,0,0,0,1.059,0.31515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002115,0.001635,0.01299,0.031605,0.00954,0.00345,3.90E-04,0.48,0.48,0,0.00435,0.009225,0.08175,9.00E-05,0.585,0.585,0,1.815,119.985,0,9.855,3.12,0.0099,0.0099,0,0.00585,0,0,0.005595,0.03165,0.7359,0,0.534,0,1.65E-04,4.50E-05,3.00E-05,6.00E-05,6.00E-05,0,6.00E-05,0,0,0,0,0,0,0,0,0,0,3.00E-05,0,0,0,1.50E-05,3.00E-05,0,6.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,1.50E-05,60.78,21.48,39.3,2.175,3.18,4.53,1.095,2.16,2.145,1.11,2.7,1.26,1.125,0.99,0.39,5.715,9.825,13.5,2.835,3.465,2.58,0,1.485,4.26,8.055
3,6,246041,마파두부조림_HS,0910020058a,소고기: 한우(1등급): 설도(보섭살): 생것,10,16.3,0,0.757,0,0.757,2.175,0,2.175,0,0,0,0,0,0,0,0,0,0,6.9,0.1,0.2,0.2,0.2,0,0,0,0,0.022,0.018000001,0.017,1.00E-03,0.0019999999,0,1.00E-03,0,1.00E-03,0,0,0,0,0.051,0.0057,0.0139,0.2428,0.5954,0,0.2428,0,0.3,0.3,0,0.171,0.1177,0.041,0.0047,0.5,0,0.5,20.9,4.9,0,33.7,2.3,0.299,0,0.299,0.449,6.3,0,0.0014,0,2.371,0,0.048,6.231,0.7233,0.3281,0.3519,0.0271,0.0233,0.0012,0.0259,0,0,0,4.00E-04,0,9.00E-04,0,0.025,0.0054,0.0022,0.1946,0.0312,0.0082,0,0.0887,0.2988,0.0148,0.0226,7.00E-04,0,0,5.00E-04,0.0017,4.00E-04,0,0.0028,0,1.00E-04,0,0.0017000001,1.00E-04,0,0,4.00E-04,0,0,0.0058,1.00E-04,0,0.0162,0.0106,0.0037,0.0018999999,2047.2,1041.4,1005.8,103.1,176.8,186.5,45.1,89.3,91.2,21.2,108.4,79.5,140.3,71.1,23.2,119.6,206.2,318,97.4,78.5,91.8,0,68.3,181.6,388.3
3,6,246041,마파두부조림_HS,1530130100a,청주: 알코올 16%,1.5,1.98,0.0636,0,0,0,0.00615,0.00615,0,0,0,0,0.04665,0.00525,0.0414,0,0,0,0,1.1985,7.50E-04,0,0,0,0,0,0,0,0.00525,0.00288,0.00255,1.50E-04,0.00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00498,0,5.10E-04,0.06,0.06,0,0.135,0.045,0,0.135,0.015,3.00E-04,3.00E-04,0,0.0024,0.045,0,0.003435,0.02415,0.0039,0,0.0042,0,3.00E-05,1.50E-05,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-05,1.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
3,6,246041,마파두부조림_HS,0710180001a,양송이버섯: 생것,20,3,0.778,0.046,0.046,0,0.624,0.624,0,0.42,0.08,0.34,0.154,0,0.014,0.006,0,0,0.134,18.38,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114,0.0698,0.6808,0.7848,0.584,0.0968,0.0182,7.2,7.2,0,0,0.2562,0.954,0.007,0.4,0.4,0,21.2,1,0,76.4,2.2,0.124,0.124,0,0.116,61.4,0,0.0108,0.064,2.224,0,0.344,0,0.0368,0.0092,6.00E-04,0.0268,0.0266,0,0.0268,0,0,0,0,0,0,0,2.00E-04,0,2.00E-04,0.0052,0,2.00E-04,0,0.0016,2.00E-04,2.00E-04,0.0266,0,0,0,8.00E-04,0,0,0,0,0,0,0,0,6.00E-04,0,0,0,0,0,0,4.00E-04,0,4.00E-04,4.00E-04,0,0,356,160.2,195.8,17,28.8,20.2,4.4,17,21.4,6.2,20.4,7.6,17.2,9.8,5.4,40.2,24.8,45,14.4,38.6,17.6,0,9.8,33,66.2
3,6,246041,마파두부조림_HS,0430010001a,두부: 두부(대두가공),60,58.2,2.25,2.778,2.778,0,5.772,5.772,0,1.74,0.18,1.56,0,0,0,0,0,0,0,48.72,0.48,0,0,0,0,0,0,0,3.738,0.41820002,0.138,0,2.46,1.14,0,0,0,0,0,0,0,0,0.0192,0.1074,0.0954,1.1844001,0,0.09539999,0,12.6,12.599999,0,0,0,0,0.0042000003,38.4,38.4,0,94.8,0.6,0,79.2,48,0.924,0.924,0,0.702,75.6,0,0.4632,0,0.528,0,26.454,0,2.8854,0.4182,0.5664,1.893,1.6638,0.2328,1.6602,0,0,0,0,0,0,0,0.003,0,6.00E-04,0.3054,0.0024,0.0024,0,0.0774,0.5208,0.0378,1.4316,0.2328,0.2274,0,0.0084,0.006,0.0012,0,0,0,0,0,0.0012,0.0114,0,0,0,0,0,0.0018000001,0.006,0,0.008400001,0.0018000001,0.0042000003,0.0024,5107.8,2278.2002,2829.6,208.8,425.4,311.4,66.6,272.4,209.4,65.4,204,130.2,384.6,183,96,224.4,607.8,945,212.4,273.6,287.4,0,162.6,520.8,838.19995
3,6,246041,마파두부조림_HS,1610180001a,소금: 식염,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,335.97,0,1.35,0.24,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,246041,마파두부조림_HS,0611100100a,양파: 국내산: 생것,9,2.61,0.6003,0.0036,0.0036,0,0.0855,0.0855,0,0.153,0,0.153,0.51659995,0.0585,0.2511,0.207,0,0,0,8.28,0.0297,0.015029999,0.02997,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5292,0.00315,9.90E-04,0.00891,0.025740001,0.008549999,3.60E-04,0,0.99,0.99,0,0,0.00954,0.0513,9.90E-04,1.35,1.35,0,2.43,0.27,0,13.05,0.72,0.018,0.018,0,0.0135,0.63,0,0.01584,0,0.1053,0,0.0477,0,0.00342,9.90E-04,5.40E-04,0.00189,0.0016199999,9.00E-05,0.0018,0,0,0,0,0,0,0,0,0,0,8.10E-04,0,0,0,9.00E-05,5.40E-04,0,0.00153,9.00E-05,1.80E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80E-04,0,0,0,0,0,66.6,33.12,33.48,1.71,3.33,4.05,0.54,2.7,1.89,0.99,2.16,1.17,14.58,1.35,0.81,1.62,6.75,18.18,1.8,1.26,1.71,0,1.35,5.04,7.2
3,6,246041,마파두부조림_HS,0610870100a,생강: 구근: 국내산,0.5,0.21,0.0491,7.50E-04,7.50E-04,0,0.00485,0.00485,0,0.013,0.0015,0.0115,0.00225,0,0.001,0.00125,0,0,0,0.441,0.0043,0.0079149995,0.015835,0,0.095,0,0,0,0.00255,0.0025499999,0.0025499999,0,0,0,0,0,0,0,0,0,0,0.0075,0,2.60E-04,0.002485,0.0052300002,3.00E-05,0.002455,0,0,0,0,0,0.001235,0,1.70E-04,0.09,0.09,0,0.165,0.02,0,1.685,0.185,0.00475,0.00475,0,0.00105,0.215,0,0.00898,0,0.00535,0,0.0132,0,8.45E-04,3.05E-04,7.50E-05,4.65E-04,3.55E-04,6.00E-05,4.10E-04,0,3.00E-05,0,0,0,2.50E-05,0,5.00E-06,0,0,1.70E-04,0,0,0,4.00E-05,7.50E-05,0,2.95E-04,6.00E-05,1.10E-04,0,0,0,0,0,0,0,0,0,0,1.50E-05,0,0,0,0,0,0,2.00E-05,0,0,0,0,0,5.06,2.26,2.8,0.235,0.375,0.07,0.125,0.25,0.285,0.165,0.25,0.105,0.4,0.2,0.13,0.225,0.955,0.65,0.225,0.115,0.3,0,0.255,0.615,0.86
3,6,246041,마파두부조림_HS,0611620200a,피망: 푸른것,10,2.2,0.536,0.004,0.004,0,0.09,0.09,0,0.27,0.05,0.22,0.135,0,0.062,0.073,0,0,0,9.32,0.05,1.65,3.3,0,19.8,0,0,0,0.012,0.012,0.012,0,0,0,0,0,0,0,2.094,2.094,0,2.152,0.0013,0.004,0.0922,0,0.0054,0.086799994,0,2.7,2.7,0,0,0,0.468,7.00E-04,1.4,1.4,0,2.5,0.1,0,18.7,1.2,0.05,0.05,0,0.007,3.7,0,0.006,0,0.033,0,0.847,0,0.0078,0.0018,2.00E-04,0.0058,0.0016000001,4.00E-04,0.0054,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,4.00E-04,1.00E-04,1.00E-04,0.0012,4.00E-04,0.0042,0,1.00E-04,0,0,0,0,0,0,0,0,1.00E-04,0,0,0,0,0,0,0,0,0,0,0,0,66.7,24.4,42.3,2.3,4.2,4.2,0.9,2.5,3.2,0,2.6,1.3,3.2,2,1.4,3.4,11.1,15.2,3,2.2,4,0,2.3,4.5,9.1
